id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-110437,Retail,Crédito automotor,Canelones,31-60,50,19550.0,374,0.601,0.3876,4,Media,Plan de cuotas,0.1,3,WhatsApp,6819.9843,9277,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 19,550 en 3 cuotas de $U 5,865 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110438,Pyme,Préstamo personal,Paysandú,91-180,124,96340.0,322,0.556,0.025,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,1324.2085,11354,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 52,987 (45% de descuento sobre $U 96,340) cancela toda su deuda. Es por tiempo limitado."
KB-110439,Pyme,Préstamo personal,Montevideo,61-90,86,61400.0,417,0.567,0.0806,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,3463.7632,10383,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 42,980 (30% de descuento sobre $U 61,400) cancela toda su deuda. Es por tiempo limitado."
KB-110440,Retail,Préstamo personal,Montevideo,91-180,106,17450.0,602,0.674,0.8038,7,Alta,Pago total facilitado,0.05,1,Llamada,13325.2987,7560,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 17,450. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 16,578. ¿Coordinamos el pago?"
KB-110441,Corporativo,Cuenta corriente,Montevideo,31-60,39,374290.0,601,0.783,0.8308,7,Alta,Pago total facilitado,0.05,1,Llamada,295405.1314,553,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 374,290. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 355,576. ¿Coordinamos el pago?"
KB-110442,Retail,Tarjeta de crédito,Salto,31-60,53,57410.0,673,0.318,0.7893,7,Alta,Pago total facilitado,0.05,1,WhatsApp,43047.5599,3528,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 57,410. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 54,540. ¿Coordinamos el pago?"
KB-110443,Pyme,Préstamo personal,Soriano,31-60,31,77590.0,646,0.657,0.4264,4,Media,Plan de cuotas,0.1,3,WhatsApp,29779.1933,4704,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 77,590 en 3 cuotas de $U 23,277 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110444,Pyme,Financiación retail,Montevideo,1-30,27,278920.0,478,0.543,0.4047,4,Media,Plan de cuotas,0.1,3,Email,101596.6323,1689,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 278,920 en 3 cuotas de $U 83,676 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110445,Retail,Microcrédito,Canelones,61-90,66,45000.0,580,0.596,0.8362,7,Alta,Pago total facilitado,0.05,1,Email,35746.7344,4093,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 45,000. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 42,750. ¿Coordinamos el pago?"
KB-110446,Pyme,Financiación retail,Colonia,1-30,26,119680.0,442,0.764,0.4092,4,Media,Plan de cuotas,0.1,3,WhatsApp,44078.4445,3470,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 119,680 en 3 cuotas de $U 35,904 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110447,Retail,Crédito automotor,Canelones,31-60,40,23950.0,436,0.384,0.2569,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,4306.1015,10074,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 16,765 (30% de descuento sobre $U 23,950) cancela toda su deuda. Es por tiempo limitado."
KB-110448,Corporativo,Tarjeta de crédito,San José,91-180,152,251400.0,711,0.451,0.8019,7,Alta,Pago total facilitado,0.05,1,Llamada,191528.2553,880,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 251,400. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 238,830. ¿Coordinamos el pago?"
KB-110449,Retail,Cuenta corriente,Canelones,91-180,101,17360.0,401,0.72,0.3264,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,3116.1978,10514,1,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 9,548 (45% de descuento sobre $U 17,360) cancela toda su deuda. Es por tiempo limitado."
KB-110450,Pyme,Tarjeta de crédito,Salto,91-180,143,62440.0,603,0.406,0.7755,6,Alta,Pago total facilitado,0.05,1,Email,46002.0335,3345,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 62,440. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 59,318. ¿Coordinamos el pago?"
KB-110451,Corporativo,Financiación retail,Montevideo,180+,198,1070320.0,612,0.493,0.2112,3,Baja,Derivación a gestión especializada,0.15,12,Llamada,192159.7919,873,1,"Hola, le escribimos de su gestor de cobranzas. Su caso (ref. KB-110451, saldo $U 1,070,320) fue asignado a un gestor especializado que puede estructurar un plan de hasta 12 cuotas. Le contactaremos para encontrar la mejor solución."
KB-110452,Retail,Préstamo personal,Montevideo,31-60,38,21580.0,586,0.584,0.9561,10,Alta,Pago total facilitado,0.05,1,WhatsApp,19600.0098,6237,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 21,580. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 20,501. ¿Coordinamos el pago?"
KB-110453,Retail,Microcrédito,Rocha,31-60,54,46810.0,492,0.408,0.2355,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,7716.5633,9004,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 32,767 (30% de descuento sobre $U 46,810) cancela toda su deuda. Es por tiempo limitado."
KB-110454,Corporativo,Tarjeta de crédito,Canelones,61-90,70,363900.0,472,0.393,0.2804,3,Baja,Quita agresiva por pago único,0.3,1,Llamada,71428.3854,2316,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 254,730 (30% de descuento sobre $U 363,900) cancela toda su deuda. Es por tiempo limitado."
KB-110455,Pyme,Préstamo personal,Montevideo,61-90,77,55520.0,726,0.575,0.9263,9,Alta,Pago total facilitado,0.05,1,Email,48854.9543,3163,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 55,520. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 52,744. ¿Coordinamos el pago?"
KB-110456,Retail,Cuenta corriente,Montevideo,31-60,59,37820.0,507,0.347,0.5137,4,Media,Plan de cuotas,0.1,3,Llamada,17485.9362,6666,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 37,820 en 3 cuotas de $U 11,346 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110457,Retail,Préstamo personal,Canelones,61-90,80,40440.0,637,0.244,0.9307,9,Alta,Pago total facilitado,0.05,1,SMS,35754.0968,4091,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 40,440. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 38,418. ¿Coordinamos el pago?"
KB-110458,Corporativo,Microcrédito,Tacuarembó,31-60,39,380700.0,254,0.289,0.0496,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,13218.7692,7574,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 266,490 (30% de descuento sobre $U 380,700) cancela toda su deuda. Es por tiempo limitado."
KB-110459,Retail,Préstamo personal,Soriano,1-30,12,9650.0,582,0.567,0.9392,9,Alta,Recordatorio suave,0.0,1,WhatsApp,9063.5966,8620,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 9,650 (ref. KB-110459). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110460,Corporativo,Microcrédito,Tacuarembó,180+,234,446270.0,683,0.506,0.3788,4,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,135224.4437,1249,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 446,270 en 6 cuotas de $U 59,503 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110461,Retail,Tarjeta de crédito,Canelones,1-30,29,24390.0,330,0.629,0.0216,1,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,368.1981,11910,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 17,073 (30% de descuento sobre $U 24,390) cancela toda su deuda. Es por tiempo limitado."
KB-110462,Retail,Financiación retail,Salto,1-30,13,15180.0,305,0.623,0.1708,2,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,1815.3369,11092,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 10,626 (30% de descuento sobre $U 15,180) cancela toda su deuda. Es por tiempo limitado."
KB-110463,Retail,Tarjeta de crédito,Montevideo,1-30,29,84080.0,495,0.454,0.7979,7,Alta,Recordatorio suave,0.0,1,SMS,67089.3945,2453,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 84,080 (ref. KB-110463). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110464,Pyme,Cuenta corriente,Montevideo,1-30,18,129620.0,654,0.401,0.8597,8,Alta,Recordatorio suave,0.0,1,Llamada,111431.8861,1535,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 129,620 (ref. KB-110464). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110465,Pyme,Préstamo personal,Rivera,1-30,15,1045370.0,495,0.672,0.7689,6,Alta,Recordatorio suave,0.0,1,Llamada,803833.1685,150,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 1,045,370 (ref. KB-110465). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110466,Retail,Tarjeta de crédito,Montevideo,1-30,29,28600.0,516,0.93,0.9244,9,Alta,Recordatorio suave,0.0,1,Llamada,26436.6401,5138,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 28,600 (ref. KB-110466). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110467,Retail,Microcrédito,Canelones,61-90,80,17810.0,490,0.562,0.7946,7,Alta,Pago total facilitado,0.05,1,Llamada,13443.5272,7536,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 17,810. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 16,920. ¿Coordinamos el pago?"
KB-110468,Retail,Cuenta corriente,Soriano,1-30,7,59700.0,567,0.794,0.752,6,Alta,Recordatorio suave,0.0,1,WhatsApp,44892.6336,3416,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 59,700 (ref. KB-110468). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110469,Retail,Financiación retail,Montevideo,61-90,86,9680.0,356,0.336,0.3438,3,Baja,Quita agresiva por pago único,0.3,1,Llamada,2329.7292,10840,1,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 6,776 (30% de descuento sobre $U 9,680) cancela toda su deuda. Es por tiempo limitado."
KB-110470,Pyme,Préstamo personal,Montevideo,61-90,61,37760.0,771,0.785,0.9407,9,Alta,Pago total facilitado,0.05,1,Llamada,33743.0384,4266,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 37,760. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 35,872. ¿Coordinamos el pago?"
KB-110471,Retail,Tarjeta de crédito,Montevideo,1-30,26,40180.0,656,0.55,0.9697,10,Alta,Recordatorio suave,0.0,1,WhatsApp,38961.1264,3822,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 40,180 (ref. KB-110471). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110472,Pyme,Préstamo personal,Salto,31-60,47,116750.0,657,0.643,0.8326,7,Alta,Pago total facilitado,0.05,1,WhatsApp,92342.0464,1838,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 116,750. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 110,912. ¿Coordinamos el pago?"
KB-110473,Pyme,Financiación retail,Montevideo,61-90,75,73260.0,528,0.738,0.4238,4,Media,Plan de cuotas,0.1,3,WhatsApp,27943.6745,4947,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 73,260 en 3 cuotas de $U 21,978 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110474,Retail,Crédito automotor,Canelones,1-30,25,13130.0,375,0.719,0.3855,4,Media,Plan de cuotas,0.1,3,Email,4555.3976,10000,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 13,130 en 3 cuotas de $U 3,939 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110475,Retail,Financiación retail,Montevideo,31-60,44,15140.0,615,0.398,0.6697,6,Alta,Pago total facilitado,0.05,1,WhatsApp,9632.2575,8483,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 15,140. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 14,383. ¿Coordinamos el pago?"
KB-110476,Retail,Préstamo personal,Maldonado,1-30,15,5490.0,661,0.709,0.9437,9,Alta,Recordatorio suave,0.0,1,WhatsApp,5180.9711,9784,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 5,490 (ref. KB-110476). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110477,Retail,Microcrédito,Montevideo,31-60,49,51240.0,670,0.516,0.9548,10,Alta,Pago total facilitado,0.05,1,Llamada,46478.3024,3317,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 51,240. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 48,678. ¿Coordinamos el pago?"
KB-110478,Retail,Financiación retail,Rivera,1-30,30,12690.0,631,0.593,0.9652,10,Alta,Recordatorio suave,0.0,1,SMS,12248.5427,7823,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 12,690 (ref. KB-110478). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110479,Corporativo,Préstamo personal,Maldonado,31-60,50,1669870.0,377,0.812,0.0438,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,51171.2306,3030,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 1,168,909 (30% de descuento sobre $U 1,669,870) cancela toda su deuda. Es por tiempo limitado."
KB-110480,Corporativo,Financiación retail,Montevideo,91-180,165,147860.0,399,0.266,0.0912,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,7412.8414,9097,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 81,323 (45% de descuento sobre $U 147,860) cancela toda su deuda. Es por tiempo limitado."
KB-110481,Pyme,Microcrédito,Montevideo,91-180,130,28570.0,573,0.521,0.4321,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,9876.5677,8418,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 28,570 en 6 cuotas de $U 3,809 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110482,Retail,Crédito automotor,Canelones,180+,201,46760.0,684,0.474,0.797,7,Alta,Pago total facilitado,0.05,1,WhatsApp,35405.8137,4122,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 46,760. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 44,422. ¿Coordinamos el pago?"
KB-110483,Retail,Cuenta corriente,Tacuarembó,31-60,31,109490.0,435,0.684,0.5978,5,Media,Plan de cuotas,0.1,3,Llamada,58906.3621,2698,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 109,490 en 3 cuotas de $U 32,847 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110484,Pyme,Préstamo personal,Rivera,1-30,28,202180.0,426,0.723,0.426,4,Media,Plan de cuotas,0.1,3,Email,77517.9072,2144,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 202,180 en 3 cuotas de $U 60,654 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110485,Pyme,Préstamo personal,Montevideo,91-180,99,59640.0,693,0.252,0.8528,7,Alta,Pago total facilitado,0.05,1,Email,48315.4044,3209,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 59,640. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 56,658. ¿Coordinamos el pago?"
KB-110486,Corporativo,Tarjeta de crédito,Tacuarembó,91-180,113,868660.0,720,0.408,0.807,7,Alta,Pago total facilitado,0.05,1,Llamada,665960.3924,204,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 868,660. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 825,227. ¿Coordinamos el pago?"
KB-110487,Retail,Préstamo personal,Salto,31-60,42,14670.0,352,0.451,0.2568,3,Baja,Quita agresiva por pago único,0.3,1,Email,2637.0032,10710,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 10,269 (30% de descuento sobre $U 14,670) cancela toda su deuda. Es por tiempo limitado."
KB-110488,Retail,Cuenta corriente,Canelones,61-90,75,103000.0,405,0.404,0.488,4,Media,Plan de cuotas,0.1,3,WhatsApp,45236.423,3391,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 103,000 en 3 cuotas de $U 30,900 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110489,Retail,Microcrédito,Montevideo,1-30,16,39180.0,574,0.856,0.9412,9,Alta,Recordatorio suave,0.0,1,WhatsApp,36877.3885,3984,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 39,180 (ref. KB-110489). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110490,Retail,Préstamo personal,Canelones,1-30,12,26970.0,723,0.405,0.954,10,Alta,Recordatorio suave,0.0,1,SMS,25728.2292,5214,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 26,970 (ref. KB-110490). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110491,Retail,Préstamo personal,Colonia,91-180,106,13850.0,325,0.99,0.0969,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,738.1914,11674,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 7,618 (45% de descuento sobre $U 13,850) cancela toda su deuda. Es por tiempo limitado."
KB-110492,Retail,Tarjeta de crédito,Montevideo,1-30,20,26120.0,414,0.328,0.3084,3,Baja,Quita agresiva por pago único,0.3,1,Email,5639.3756,9653,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 18,284 (30% de descuento sobre $U 26,120) cancela toda su deuda. Es por tiempo limitado."
KB-110493,Retail,Préstamo personal,Montevideo,1-30,24,12940.0,633,0.662,0.6524,5,Alta,Recordatorio suave,0.0,1,Llamada,8442.5575,8800,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 12,940 (ref. KB-110493). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-110494,Pyme,Préstamo personal,Montevideo,91-180,143,108300.0,583,0.551,0.4513,4,Media,Plan de cuotas + quita moderada,0.2,6,Email,39101.6553,3810,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 108,300 en 6 cuotas de $U 14,440 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-110495,Corporativo,Préstamo personal,Salto,1-30,30,3165460.0,578,0.84,0.793,7,Alta,Recordatorio suave,0.0,1,Llamada,2510349.1512,21,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 3,165,460 (ref. KB-110495). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
